block_order,judgment,video_id
1,mentalizing,10
1,mentalizing,15
1,mentalizing,11
2,likeability,18
2,likeability,19
2,likeability,12
3,mentalizing,7
3,mentalizing,6
3,mentalizing,17
4,self_other,11
4,self_other,19
4,self_other,9
5,likeability,1
5,likeability,21
5,likeability,11
6,self_other,13
6,self_other,17
6,self_other,3
7,likeability,9
7,likeability,4
7,likeability,16
8,self_other,16
8,self_other,7
8,self_other,8
9,mentalizing,20
9,mentalizing,8
9,mentalizing,12
10,self_other,4
10,self_other,2
10,self_other,6
11,likeability,8
11,likeability,20
11,likeability,6
12,mentalizing,9
12,mentalizing,3
12,mentalizing,21
13,self_other,20
13,self_other,18
13,self_other,5
14,mentalizing,2
14,mentalizing,13
14,mentalizing,5
15,self_other,12
15,self_other,1
15,self_other,10
16,likeability,17
16,likeability,5
16,likeability,15
17,mentalizing,16
17,mentalizing,1
17,mentalizing,4
18,likeability,7
18,likeability,10
18,likeability,2
19,mentalizing,19
19,mentalizing,14
19,mentalizing,18
20,likeability,13
20,likeability,14
20,likeability,3
21,self_other,15
21,self_other,14
21,self_other,21
